航班号,日期,机型,始发地四字,目的地四字,始发时间,到达时间,飞行时间
CXA8345,2020.05.10,B738,ZSHC,ZGSZ,07:02,08:49,1:46
CXA8345,2020.05.09,B738,ZSHC,ZGSZ,07:00,09:05,已取消
CXA8345,2020.05.08,B738,ZSHC,ZGSZ,07:00,09:05,已取消
CXA8345,2020.05.07,B738,ZSHC,ZGSZ,06:56,08:46,1:49
CXA8345,2020.05.06,B738,ZSHC,ZGSZ,06:52,08:40,1:48
CXA8345,2020.05.05,B738,ZSHC,ZGSZ,06:58,08:55,1:56
CXA8345,2020.05.04,B738,ZSHC,ZGSZ,06:52,08:42,1:49
CXA8345,2020.05.01,B738,ZSHC,ZGSZ,07:00,08:51,1:50
CXA8345,2020.04.30,B738,ZSHC,ZGSZ,07:08,08:58,1:49
CXA8345,2020.04.29,B738,ZSHC,ZGSZ,07:02,08:52,1:49
CXA8345,2020.04.28,B738,ZSHC,ZGSZ,06:53,08:45,1:51
CXA8345,2020.04.27,B738,ZSHC,ZGSZ,06:58,08:50,1:51
CXA8345,2020.04.26,B738,ZSHC,ZGSZ,07:01,08:55,1:53
CXA8345,2020.04.25,B738,ZSHC,ZGSZ,07:00,08:51,1:50
CXA8345,2020.04.24,B738,ZSHC,ZGSZ,07:01,08:48,1:46
CXA8345,2020.04.23,B738,ZSHC,ZGSZ,06:56,08:50,1:53
CXA8345,2020.04.22,B738,ZSHC,ZGSZ,06:57,08:50,1:52
CXA8345,2020.04.21,B738,ZSHC,ZGSZ,07:04,09:02,1:57
CXA8345,2020.04.20,B738,ZSHC,ZGSZ,06:57,08:52,1:54
CXA8345,2020.04.19,B738,ZSHC,ZGSZ,07:02,08:55,1:52
CXA8345,2020.04.16,B738,ZSHC,ZGSZ,09:29,11:29,2:00
CXA8345,2020.04.14,B738,ZSHC,ZGSZ,06:50,08:44,1:53
CXA8345,2020.04.13,B738,ZSHC,ZGSZ,06:56,08:40,1:43
CXA8345,2020.04.12,B738,ZSHC,ZGSZ,06:49,08:39,1:49
CXA8345,2020.04.10,B738,ZSHC,ZGSZ,07:00,08:57,1:57
CXA8345,2020.04.08,B738,ZSHC,ZGSZ,06:56,09:13,2:17
CXA8345,2020.04.07,B738,ZSHC,ZGSZ,06:59,08:52,1:52
CXA8345,2020.04.06,B738,ZSHC,ZGSZ,06:49,08:42,1:52
CXA8345,2020.04.05,B738,ZSHC,ZGSZ,07:05,09:05,已取消
CXA8345,2020.04.03,B738,ZSHC,ZGSZ,06:56,08:54,1:58
CXA8345,2020.04.02,B738,ZSHC,ZGSZ,09:21,11:21,2:00
CXA8345,2020.04.01,B738,ZSHC,ZGSZ,07:05,09:05,已取消
CXA8345,2020.03.29,B738,ZSHC,ZGSZ,07:00,08:52,1:52
CXA8345,2020.03.28,B738,ZSHC,ZGSZ,07:00,08:52,1:51
CXA8345,2020.03.22,B738,ZSHC,ZGSZ,07:05,09:05,已取消
CXA8345,2020.03.21,B738,ZSHC,ZGSZ,07:05,09:05,已取消
CXA8345,2020.03.20,B738,ZSHC,ZGSZ,07:05,09:05,已取消
CXA8345,2020.03.19,B738,ZSHC,ZGSZ,07:05,09:05,已取消
CXA8345,2020.03.17,B738,ZSHC,ZGSZ,07:05,09:05,已取消
CXA8345,2020.03.15,B738,ZSHC,ZGSZ,07:05,09:05,已取消
CXA8345,2020.03.14,B738,ZSHC,ZGSZ,07:05,09:05,已取消
CXA8345,2020.03.13,B738,ZSHC,ZGSZ,07:05,09:05,已取消
CXA8345,2020.03.12,B738,ZSHC,ZGSZ,07:05,09:05,2:00
CXA8345,2020.03.11,B738,ZSHC,ZGSZ,09:28,11:28,2:00
LKE9709,2020.06.12,B736,ZSLD,ZSNJ,10:25,11:40,已排班
LKE9709,2020.06.12,B736,ZPPP,ZSLD,06:55,09:20,已排班
LKE9709,2020.06.10,B736,ZSLD,ZSNJ,10:06,11:26,1:20
LKE9709,2020.06.10,B736,ZPPP,ZSLD,06:55,09:08,2:12
LKE9709,2020.06.08,B736,ZSLD,ZSNJ,09:55,11:21,1:26
LKE9709,2020.06.08,B736,ZPPP,ZSLD,06:55,09:12,2:16
LKE9709,2020.06.07,737,ZSLD,ZSNJ,10:12,11:32,1:20
LKE9709,2020.06.07,737,ZPPP,ZSLD,07:23,09:36,2:12
LKE9709,2020.06.05,B736,ZSLD,ZSNJ,11:35,24:56,1:21
LKE9709,2020.06.05,B736,ZPPP,ZSLD,06:57,09:28,2:30
LKE9709,2020.06.03,B736,ZSLD,ZSNJ,10:05,11:39,1:34
LKE9709,2020.06.03,B736,ZPPP,ZSLD,06:56,09:12,2:15
LKE9709,2020.06.01,B736,ZSLD,ZSNJ,10:07,11:32,1:25
LKE9709,2020.06.01,B736,ZPPP,ZSLD,06:54,09:14,2:19
LKE9709,2020.05.31,B736,ZSLD,ZSNJ,10:23,11:40,1:17
LKE9709,2020.05.31,B736,ZPPP,ZSLD,07:17,09:32,2:15
LKE9709,2020.05.29,B736,ZSLD,ZSNJ,10:30,11:55,1:25
LKE9709,2020.05.29,B736,ZPPP,ZSLD,06:41,08:45,2:03
LKE9709,2020.05.27,B736,ZSLD,ZSNJ,10:09,11:33,1:24
LKE9709,2020.05.27,B736,ZPPP,ZSLD,06:52,09:01,2:08
LKE9709,2020.05.25,B736,ZSLD,ZSNJ,10:10,11:33,1:23
LKE9709,2020.05.25,B736,ZPPP,ZSLD,06:39,08:51,2:12
LKE9709,2020.05.24,B736,ZSLD,ZSNJ,10:10,11:29,1:19
LKE9709,2020.05.24,B736,ZPPP,ZSLD,07:09,09:19,2:09
LKE9709,2020.05.22,B736,ZSLD,ZSNJ,10:22,11:37,1:15
LKE9709,2020.05.22,B736,ZPPP,ZSLD,06:53,09:03,2:10
LKE9709,2020.05.20,B736,ZSLD,ZSNJ,10:05,11:26,1:21
LKE9709,2020.05.20,B736,ZPPP,ZSLD,06:55,09:01,2:05
LKE9709,2020.05.18,B736,ZSLD,ZSNJ,10:05,11:33,1:28
LKE9709,2020.05.18,B736,ZPPP,ZSLD,06:54,09:00,2:05
LKE9709,2020.05.17,B736,ZSLD,ZSNJ,10:10,11:39,1:29
LKE9709,2020.05.17,B736,ZPPP,ZSLD,07:22,09:34,2:11
LKE9709,2020.05.15,B736,ZSLD,ZSNJ,10:04,11:35,1:31
LKE9709,2020.05.15,B736,ZPPP,ZSLD,07:01,09:07,2:05
LKE9709,2020.05.13,B736,ZSLD,ZSNJ,10:18,11:38,1:20
LKE9709,2020.05.13,B736,ZPPP,ZSLD,06:58,09:03,2:04
LKE9709,2020.05.11,B736,ZSLD,ZSNJ,10:05,11:34,1:29
LKE9709,2020.05.11,B736,ZPPP,ZSLD,06:45,09:00,2:15
LKE9709,2020.05.10,737,ZSLD,ZSNJ,10:10,11:34,1:24
LKE9709,2020.05.10,737,ZPPP,ZSLD,07:13,09:18,2:04
LKE9709,2020.05.08,B736,ZSLD,ZSNJ,11:04,24:31,1:27
LKE9709,2020.05.08,B736,ZPPP,ZSLD,06:48,09:28,2:39
LKE9709,2020.05.06,737,ZSLD,ZSNJ,10:11,11:32,1:21
LKE9709,2020.05.06,737,ZPPP,ZSLD,06:51,09:01,2:10
LKE9709,2020.05.04,B736,ZSLD,ZSNJ,09:57,11:20,1:23
LKE9709,2020.05.04,B736,ZPPP,ZSLD,06:49,08:56,2:06
LKE9709,2020.05.03,737,ZSLD,ZSNJ,10:06,11:31,1:25
LKE9709,2020.05.03,737,ZPPP,ZSLD,07:00,09:08,2:07
LKE9709,2020.05.01,B736,ZSLD,ZSNJ,10:02,11:27,1:25
LKE9709,2020.05.01,B736,ZPPP,ZSLD,06:58,09:02,2:03
LKE9709,2020.04.29,B736,ZSLD,ZSNJ,09:57,11:24,1:27
LKE9709,2020.04.29,B736,ZPPP,ZSLD,06:44,08:53,2:08
LKE9709,2020.04.27,737,ZSLD,ZSNJ,10:04,11:21,1:17
LKE9709,2020.04.27,737,ZPPP,ZSLD,07:06,09:06,1:59
LKE9709,2020.04.26,737,ZSLD,ZSNJ,10:10,11:30,1:20
LKE9709,2020.04.26,737,ZPPP,ZSLD,06:49,09:14,2:24
LKE9709,2020.04.24,737,ZSLD,ZSNJ,10:08,11:47,1:39
LKE9709,2020.04.24,737,ZPPP,ZSLD,07:07,09:26,2:18
LKE9709,2020.04.22,737,ZSLD,ZSNJ,10:03,11:28,1:25
LKE9709,2020.04.22,737,ZPPP,ZSLD,06:49,08:58,2:09
LKE9709,2020.04.19,737,ZSLD,ZSNJ,09:52,11:18,1:26
LKE9709,2020.04.19,737,ZPPP,ZSLD,06:53,09:00,2:06
LKE9709,2020.04.17,737,ZSLD,ZSNJ,10:20,11:39,1:19
LKE9709,2020.04.17,737,ZPPP,ZSLD,07:13,09:19,2:05
LKE9709,2020.04.15,737,ZSLD,ZSNJ,09:56,11:30,1:34
LKE9709,2020.04.15,737,ZPPP,ZSLD,07:02,09:07,2:05
LKE9709,2020.04.13,737,ZSLD,ZSNJ,10:00,11:22,1:22
LKE9709,2020.04.13,737,ZPPP,ZSLD,07:05,09:12,2:06
LKE9709,2020.04.12,737,ZSLD,ZSNJ,10:00,11:33,1:33
LKE9709,2020.04.12,737,ZPPP,ZSLD,06:57,08:51,1:53
LKE9709,2020.04.10,737,ZSLD,ZSNJ,10:25,11:49,1:24
LKE9709,2020.04.10,737,ZPPP,ZSLD,07:09,09:04,1:54
LKE9709,2020.04.08,737,ZSLD,ZSNJ,10:35,11:59,1:24
LKE9709,2020.04.08,737,ZPPP,ZSLD,07:06,09:28,2:21
LKE9709,2020.04.06,737,ZSLD,ZSNJ,10:17,11:37,1:20
LKE9709,2020.04.06,737,ZPPP,ZSLD,07:04,09:09,2:04
LKE9709,2020.04.05,B736,ZSLD,ZSNJ,09:52,11:15,1:23
LKE9709,2020.04.05,B736,ZPPP,ZSLD,06:37,08:35,1:57
LKE9709,2020.04.03,737,ZSLD,ZSNJ,10:06,11:28,1:22
LKE9709,2020.04.03,737,ZPPP,ZSLD,07:10,09:12,2:01
LKE9709,2020.04.01,B736,ZSLD,ZSNJ,10:10,11:30,1:20
LKE9709,2020.04.01,B736,ZPPP,ZSLD,07:10,09:12,2:01
LKE9709,2020.03.30,737,ZSLD,ZSNJ,09:58,11:19,1:21
LKE9709,2020.03.30,737,ZPPP,ZSLD,07:05,09:05,1:59
LKE9709,2020.03.29,B736,ZSLD,ZSNJ,10:05,11:20,1:15
LKE9709,2020.03.29,B736,ZPPP,ZSLD,06:48,08:47,1:58
LKE9709,2020.03.28,737,ZSLD,ZSNJ,10:39,11:59,1:20
LKE9709,2020.03.28,737,ZPPP,ZSLD,07:43,09:53,2:10
LKE9709,2020.03.27,B736,ZSLD,ZSNJ,10:07,11:14,1:06
LKE9709,2020.03.27,B736,ZPPP,ZSLD,07:10,09:10,2:00
LKE9709,2020.03.26,B736,ZSLD,ZSHC,10:02,11:57,1:55
LKE9709,2020.03.26,B736,ZPPP,ZSLD,07:09,09:14,2:04
LKE9709,2020.03.25,B736,ZSLD,ZSNJ,11:10,24:23,1:13
LKE9709,2020.03.25,B736,ZPPP,ZSLD,08:15,10:29,2:13
LKE9709,2020.03.24,B736,ZSLD,ZSNJ,09:58,11:15,1:17
LKE9709,2020.03.24,B736,ZPPP,ZSLD,07:09,09:12,2:02
LKE9709,2020.03.11,B736,ZSLD,ZSNJ,10:20,11:40,已取消
LKE9709,2020.03.11,B736,ZPPP,ZSLD,06:55,09:15,已取消
LKE9709,2020.03.10,B736,ZSLD,ZSNJ,10:20,11:40,已取消
NKS1347,2020.04.07,A320,KLGA,KMYR,18:59,20:48,已取消
NKS1347,2020.04.06,A320,KLGA,KMYR,18:59,20:48,已取消
NKS1347,2020.04.05,A320,KLGA,KMYR,18:59,20:48,已取消
NKS1347,2020.04.04,A320,KLGA,KMYR,18:59,20:48,已取消
NKS1347,2020.04.03,A320,KLGA,KMYR,18:59,20:48,已取消
NKS1347,2020.04.02,A320,KLGA,KMYR,18:59,20:48,已取消
NKS1347,2020.04.01,A320,KLGA,KMYR,18:59,20:48,已取消
NKS1347,2020.03.31,A320,KLGA,KMYR,18:59,20:48,已取消
NKS1347,2020.03.30,A320,KLGA,KMYR,18:58,20:19,1:20
NKS1347,2020.03.29,A320,KLGA,KMYR,19:01,20:26,1:24
NKS1347,2020.03.28,A320,KLGA,KMYR,18:47,20:05,1:18
NKS1347,2020.03.27,A320,KLGA,KMYR,19:03,20:23,1:19
NKS1347,2020.03.26,A320,KLGA,KMYR,19:05,20:29,1:23
NKS1347,2020.03.25,A320,KLGA,KMYR,19:04,20:23,1:18
NKS1347,2020.03.24,A320,KLGA,KMYR,18:44,20:13,1:29
NKS1347,2020.03.23,A320,KLGA,KMYR,19:06,20:31,1:24
NKS1347,2020.03.22,A320,KLGA,KMYR,19:05,20:43,1:37
NKS1347,2020.03.21,A320,KLGA,KMYR,19:14,20:54,1:39
NKS1347,2020.03.20,A320,KLGA,KMYR,19:07,20:31,1:23
NKS1347,2020.03.19,A320,KLGA,KMYR,18:54,20:13,1:18
NKS1347,2020.03.18,A320,KLGA,KMYR,19:08,20:40,1:32
NKS1347,2020.03.17,A320,KLGA,KMYR,19:01,20:21,1:19
NKS1347,2020.03.16,A320,KLGA,KMYR,18:58,20:23,1:24
NKS1347,2020.03.15,A320,KLGA,KMYR,19:10,20:34,1:23
NKS1347,2020.03.14,A320,KLGA,KMYR,19:04,20:27,1:22
NKS1347,2020.03.13,A320,KLGA,KMYR,20:30,21:57,1:27
NKS1347,2020.03.12,A320,KLGA,KMYR,19:12,20:28,1:16
NKS1347,2020.03.11,A320,KLGA,KMYR,19:03,20:29,1:25
NKS1347,2020.03.10,A320,KLGA,KMYR,18:58,20:25,1:27
UAL1544,2020.06.02,A320,KMCO,KDEN,08:35,09:47,3:11
UAL1544,2020.06.01,A320,KMCO,KDEN,08:39,09:51,3:11
UAL1544,2020.05.31,A319,KMCO,KDEN,08:36,09:56,3:19
UAL1544,2020.05.30,A319,KMCO,KDEN,08:42,10:03,3:20
UAL1544,2020.05.29,A320,KMCO,KDEN,08:46,10:06,3:19
UAL1544,2020.05.28,A319,KMCO,KDEN,08:43,10:24,3:41
UAL1544,2020.05.27,B752,KMCO,KDEN,08:41,09:45,3:04
UAL1544,2020.05.26,A320,KMCO,KDEN,08:36,09:47,3:10
UAL1544,2020.05.25,A319,KMCO,KDEN,08:35,09:45,3:09
UAL1544,2020.05.24,A319,KMCO,KDEN,08:32,09:56,3:23
UAL1544,2020.05.23,A320,KMCO,KDEN,08:36,10:07,3:30
UAL1544,2020.05.22,A320,KMCO,KDEN,08:36,10:05,3:29
UAL1544,2020.05.21,A320,KMCO,KDEN,08:29,09:55,3:26
UAL1544,2020.05.20,A320,KMCO,KDEN,08:34,10:03,3:28
UAL1544,2020.05.19,A319,KMCO,KDEN,09:22,10:51,3:28
UAL1544,2020.05.18,A320,KMCO,KDEN,08:37,10:01,3:23
UAL1544,2020.05.17,A320,KMCO,KDEN,08:34,09:56,3:21
UAL1544,2020.05.16,A320,KMCO,KDEN,08:34,09:51,3:16
UAL1544,2020.05.15,A319,KMCO,KDEN,08:41,10:10,3:28
UAL1544,2020.05.14,A320,KMCO,KDEN,08:39,10:01,3:21
UAL1544,2020.05.13,A320,KMCO,KDEN,08:30,10:00,3:29
UAL1544,2020.05.12,A319,KMCO,KDEN,08:35,10:10,3:34
UAL1544,2020.05.11,A320,KMCO,KDEN,08:39,10:15,3:35
UAL1544,2020.05.10,A320,KMCO,KDEN,08:40,10:17,3:37
UAL1544,2020.05.09,A319,KMCO,KDEN,08:44,10:26,3:41
UAL1544,2020.05.08,A320,KMCO,KDEN,08:37,10:29,3:51
UAL1544,2020.05.07,B753,KMCO,KDEN,08:40,10:17,3:37
UAL1544,2020.05.06,B753,KMCO,KDEN,08:36,10:18,3:41
UAL1544,2020.05.05,B753,KMCO,KDEN,08:40,10:10,3:29
UAL1544,2020.05.04,A319,KMCO,KDEN,08:38,10:12,3:33
UAL1544,2020.05.03,B738,KMCO,KDEN,08:09,09:37,3:27
UAL1544,2020.05.02,B739,KMCO,KDEN,08:01,09:29,3:27
UAL1544,2020.05.01,B739,KMCO,KDEN,08:10,09:49,3:38
UAL1544,2020.04.30,B738,KMCO,KDEN,08:12,09:44,3:32
UAL1544,2020.04.29,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.28,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.27,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.26,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.25,B739,KMCO,KDEN,08:24,09:56,3:31
UAL1544,2020.04.24,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.23,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.22,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.21,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.20,B739,KMCO,KDEN,08:03,10:11,4:07
UAL1544,2020.04.19,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.18,B739,KMCO,KDEN,08:11,10:10,3:58
UAL1544,2020.04.17,B737,KMCO,KDEN,08:09,09:56,3:46
UAL1544,2020.04.16,B739,KMCO,KDEN,08:10,10:02,3:51
UAL1544,2020.04.15,B739,KMCO,KDEN,08:03,09:56,3:52
UAL1544,2020.04.14,B739,KMCO,KDEN,08:09,10:07,3:57
UAL1544,2020.04.13,B739,KMCO,KDEN,08:01,09:43,3:41
UAL1544,2020.04.12,B738,KMCO,KDEN,08:08,10:05,3:57
UAL1544,2020.04.11,B738,KMCO,KDEN,08:05,09:52,3:46
UAL1544,2020.04.10,B739,KMCO,KDEN,08:19,10:17,3:58
UAL1544,2020.04.09,B738,KMCO,KDEN,08:05,09:54,3:49
UAL1544,2020.04.08,B739,KMCO,KDEN,08:10,10:02,3:52
UAL1544,2020.04.07,B739,KMCO,KDEN,08:03,09:54,3:51
UAL1544,2020.04.06,B739,KMCO,KDEN,08:09,09:45,3:35
UAL1544,2020.04.05,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.04,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.03,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.04.02,B739,KMCO,KDEN,08:09,09:54,3:44
UAL1544,2020.04.01,B738,KMCO,KDEN,08:04,10:02,3:58
UAL1544,2020.03.31,B739,KMCO,KDEN,08:15,10:01,已取消
UAL1544,2020.03.30,B739,KMCO,KDEN,08:05,09:52,3:46
UAL1544,2020.03.29,B739,KMCO,KDEN,08:08,09:40,3:31
UAL1544,2020.03.28,B738,MHLM,KEWR,22:30,04:41,已取消
UAL1544,2020.03.27,A319,KIAH,KABQ,19:05,20:06,已取消
UAL1544,2020.03.26,A319,KIAH,KABQ,19:05,20:06,已取消
UAL1544,2020.03.25,A319,KIAH,KABQ,19:05,20:06,已取消
UAL1544,2020.03.24,A319,KIAH,KABQ,19:05,20:06,已取消
UAL1544,2020.03.23,A319,KIAH,KABQ,18:58,20:02,2:03
UAL1544,2020.03.22,A319,KIAH,KABQ,19:05,20:06,已取消
UAL1544,2020.03.21,B738,MHLM,KEWR,22:40,04:31,已取消
UAL1544,2020.03.20,A319,KIAH,KABQ,18:54,19:51,1:56
UAL1544,2020.03.19,A319,KIAH,KABQ,19:05,20:00,1:54
UAL1544,2020.03.18,A320,KIAH,KABQ,19:04,19:54,1:49
UAL1544,2020.03.17,A319,KIAH,KABQ,19:01,19:55,1:54
UAL1544,2020.03.16,A319,KIAH,KABQ,19:06,19:54,1:47
UAL1544,2020.03.15,B739,KIAH,KABQ,19:16,20:03,1:47
UAL1544,2020.03.14,B738,MHLM,KEWR,22:34,04:21,3:47
UAL1544,2020.03.13,A319,KIAH,KABQ,19:17,20:07,1:49
UAL1544,2020.03.12,A319,KIAH,KABQ,19:00,19:52,1:51
UAL1544,2020.03.11,A319,KIAH,KABQ,19:08,20:18,2:10
UAL1544,2020.03.10,A319,KIAH,KABQ,18:58,19:50,1:51
UAL1544,2020.03.09,A319,KIAH,KABQ,19:01,19:53,1:51
AFL1236,2020.03.29,SU9,UUEE,UWUU,03:05,06:55,已取消
AFL1236,2020.03.28,A320,UUEE,UUEE,03:03,04:28,1:25
AFL1236,2020.03.27,SU9,UUEE,UWUU,03:09,06:46,1:36
AFL1236,2020.03.26,SU9,UUEE,UWUU,02:59,06:47,1:47
AFL1236,2020.03.25,SU9,UUEE,UWUU,03:00,06:46,1:45
AFL1236,2020.03.24,SU9,UUEE,UWUU,03:05,06:46,1:40
AFL1236,2020.03.23,SU9,UUEE,UWUU,03:00,06:39,1:38
AFL1236,2020.03.22,SU9,UUEE,UWUU,04:27,08:05,1:37
AFL1236,2020.03.21,SU9,UUEE,UWUU,03:23,07:01,1:37
AFL1236,2020.03.20,SU9,UUEE,UWUU,03:15,06:51,1:35
AFL1236,2020.03.19,SU9,UUEE,UWUU,03:00,06:36,1:36
AFL1236,2020.03.18,SU9,UUEE,UWUU,03:00,06:42,1:41
AFL1236,2020.03.17,SU9,UUEE,UWUU,03:06,06:46,1:39
AFL1236,2020.03.16,SU9,UUEE,UWUU,03:02,06:47,1:44
AFL1236,2020.03.15,SU9,UUEE,UWUU,04:10,07:54,1:43
AFL1236,2020.03.14,SU9,UUEE,UWUU,03:20,06:49,1:28
AFL1236,2020.03.13,SU9,UUEE,UWUU,02:58,06:37,1:39
AFL1236,2020.03.12,SU9,UUEE,UWUU,03:00,06:36,1:36
AFL1236,2020.03.11,SU9,UUEE,UWUU,03:03,06:41,1:37
IBE6674,2020.03.15,A330,SVMI,LEMD,18:55,08:15,已取消
IBE6674,2020.03.12,A333,SVMI,LEMD,18:59,07:46,7:46
IBE6674,2020.03.10,A333,SVMI,LEMD,18:59,07:51,7:51
SWA2615,2020.04.13,B738,KPIT,KDAL,13:54,15:33,2:38
SWA2615,2020.04.13,B738,KMCO,KPIT,10:37,24:38,2:00
SWA2615,2020.04.13,B738,TJSJ,KMCO,06:40,09:40,已取消
SWA2615,2020.04.10,B738,KPIT,KDAL,14:00,15:41,2:40
SWA2615,2020.04.10,B738,KMCO,KPIT,10:43,24:39,1:55
SWA2615,2020.04.10,B738,TJSJ,KMCO,06:40,09:40,已取消
SWA2615,2020.04.09,B738,KPIT,KDAL,13:54,15:47,2:52
SWA2615,2020.04.09,B738,KMCO,KPIT,11:08,13:11,2:02
SWA2615,2020.04.09,B738,TJSJ,KMCO,06:40,09:40,已取消
SWA2615,2020.04.08,B738,KPIT,KDAL,13:52,15:32,2:39
SWA2615,2020.04.08,B738,KMCO,KPIT,10:42,24:38,1:55
SWA2615,2020.04.08,B738,TJSJ,KMCO,06:40,09:40,已取消
SWA2615,2020.04.07,B737,KPIT,KDAL,13:53,15:42,2:48
SWA2615,2020.04.07,B737,KMCO,KPIT,10:35,24:43,2:07
SWA2615,2020.04.07,B738,TJSJ,KMCO,06:40,09:40,已取消
SWA2615,2020.04.06,B738,KPIT,KDAL,14:00,15:40,已取消
SWA2615,2020.04.06,B738,KMCO,KPIT,10:42,24:35,已取消
SWA2615,2020.04.06,B738,TJSJ,KMCO,06:40,09:40,已取消
SWA2615,2020.04.03,B738,KPIT,KDAL,14:02,15:40,2:38
SWA2615,2020.04.03,B738,KMCO,KPIT,10:42,24:38,1:55
SWA2615,2020.04.02,B738,KPIT,KDAL,13:56,15:27,2:30
SWA2615,2020.04.02,B738,KMCO,KPIT,10:45,24:50,已取消
SWA2615,2020.04.02,B738,TJSJ,KMCO,06:40,09:40,已取消
SWA2615,2020.04.01,B738,KPIT,KDAL,13:56,15:26,2:29
SWA2615,2020.04.01,B738,KMCO,KPIT,10:42,24:34,1:51
SWA2615,2020.04.01,B738,TJSJ,KMCO,06:40,09:40,已取消
SWA2615,2020.03.31,B738,KPIT,KDAL,13:53,15:21,2:28
SWA2615,2020.03.31,B738,KMCO,KPIT,10:40,24:30,1:49
SWA2615,2020.03.31,B738,TJSJ,KMCO,06:40,09:40,已取消
SWA2615,2020.03.30,B738,KMCO,KPIT,10:45,24:50,已取消
SWA2615,2020.03.27,B738,KPIT,KDAL,13:56,15:43,2:46
SWA2615,2020.03.27,B738,KMCO,KPIT,10:36,24:35,1:58
SWA2615,2020.03.27,B738,TJSJ,KMCO,06:39,09:28,2:48
SWA2615,2020.03.26,B738,KPIT,KDAL,13:53,15:49,2:56
SWA2615,2020.03.26,B738,KMCO,KPIT,10:41,24:43,2:01
SWA2615,2020.03.26,B738,TJSJ,KMCO,06:37,09:25,2:47
SWA2615,2020.03.25,B738,KPIT,KDAL,13:54,15:39,2:44
SWA2615,2020.03.25,B738,KMCO,KPIT,10:45,24:49,2:03
SWA2615,2020.03.25,B738,TJSJ,KMCO,06:44,09:34,2:49
SWA2615,2020.03.24,B737,KPIT,KDAL,13:51,15:37,2:46
SWA2615,2020.03.24,B737,KMCO,KPIT,10:38,24:30,1:51
SWA2615,2020.03.24,B738,TJSJ,KMCO,06:37,09:21,2:43
SWA2615,2020.03.23,B738,KPIT,KDAL,13:57,15:46,2:49
SWA2615,2020.03.23,B738,KMCO,KPIT,10:36,24:34,1:57
SWA2615,2020.03.23,B738,TJSJ,KMCO,06:41,09:26,2:44
SWA2615,2020.03.20,B738,KPIT,KDAL,13:54,16:12,3:17
SWA2615,2020.03.20,B738,KMCO,KPIT,10:42,24:35,1:52
SWA2615,2020.03.20,B738,TJSJ,KMCO,06:45,09:34,2:48
SWA2615,2020.03.19,B738,KPIT,KDAL,14:00,15:40,已取消
SWA2615,2020.03.19,B738,KMCO,KPIT,10:42,24:34,1:51
SWA2615,2020.03.19,B738,TJSJ,KMCO,06:45,09:33,2:47
SWA2615,2020.03.18,B738,KPIT,KDAL,14:00,15:45,2:44
SWA2615,2020.03.18,B738,KMCO,KPIT,10:36,24:30,1:53
SWA2615,2020.03.18,B738,TJSJ,KMCO,06:37,09:27,2:49
SWA2615,2020.03.17,B738,KPIT,KDAL,13:54,15:34,2:39
SWA2615,2020.03.17,B738,KMCO,KPIT,10:46,24:36,1:49
SWA2615,2020.03.17,B738,TJSJ,KMCO,06:39,09:31,2:51
SWA2615,2020.03.16,B738,KPIT,KDAL,13:56,15:41,2:44
SWA2615,2020.03.16,B738,KMCO,KPIT,10:45,24:40,1:55
SWA2615,2020.03.16,B738,TJSJ,KMCO,06:39,09:23,2:43
SWA2615,2020.03.13,B738,KPIT,KDAL,13:57,15:55,2:58
SWA2615,2020.03.13,B738,KMCO,KPIT,10:46,24:45,1:59
SWA2615,2020.03.13,B738,TJSJ,KMCO,06:38,09:29,2:50
SWA2615,2020.03.12,B738,KPIT,KDAL,13:53,15:41,2:48
SWA2615,2020.03.12,B738,KMCO,KPIT,10:41,24:43,2:01
SWA2615,2020.03.12,B738,TJSJ,KMCO,06:38,09:29,2:50
SWA2615,2020.03.11,B738,KPIT,KDAL,13:56,15:34,2:37
SWA2615,2020.03.11,B738,KMCO,KPIT,10:39,24:37,1:57
SWA2615,2020.03.11,B738,TJSJ,KMCO,06:35,09:22,2:46
SWA2615,2020.03.10,B738,KPIT,KDAL,13:57,15:29,2:31
SWA2615,2020.03.10,B738,KMCO,KPIT,10:47,24:42,1:54
SWA2615,2020.03.10,B738,TJSJ,KMCO,06:43,09:35,2:51
SWA5020,2020.05.02,B737,KLAX,KSMF,11:28,24:31,1:02
SWA5020,2020.04.25,B737,KLAX,KSMF,11:32,24:29,0:56
SWA5020,2020.04.18,B737,KLAX,KSMF,11:32,24:37,1:04
SWA5020,2020.04.11,B738,KMSY,KMDW,24:28,14:20,1:51
SWA5020,2020.04.11,B738,KMCO,KMSY,10:42,11:12,1:29
